Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_Rate
Post_318,twitter,#fitness,video,uk,4719001,143216,93614,38476,low,0.05833989015895525
Post_319,tiktok,#gaming,tweet,uk,1357286,485410,96395,177,high,0.42878361671747883
Post_320,twitter,#fashion,tweet,india,2298278,202870,25710,3153,low,0.10082896847117712
Post_321,tiktok,#challenge,post,brazil,436487,440596,28677,23094,medium,1.128022140407389
Post_322,youtube,#fashion,post,brazil,2824208,151603,30104,8914,high,0.06749538277633942
Post_323,twitter,#gaming,tweet,germany,2517906,254149,3970,17586,medium,0.10949773343405195
Post_324,tiktok,#challenge,tweet,japan,1070510,29674,53802,4514,high,0.0821944680572811
Post_325,tiktok,#comedy,tweet,uk,3369227,130484,70848,12010,medium,0.06332075576979526
Post_326,tiktok,#fitness,video,usa,2580238,118495,10621,34440,medium,0.06338795103397439
Post_327,tiktok,#comedy,live stream,japan,1094116,301730,23651,29582,high,0.3244290367748941
Post_328,youtube,#music,reel,uk,3107277,201634,7994,4367,high,0.06886898078285264
Post_329,instagram,#tech,video,canada,3502729,423463,33243,17585,medium,0.13540613618695593
Post_330,youtube,#tech,tweet,brazil,3073848,306268,94923,45513,medium,0.14532403684242032
Post_331,tiktok,#comedy,tweet,japan,2092377,158177,72216,47525,high,0.1328240560854951
Post_332,youtube,#education,post,usa,4530257,474798,91950,40024,high,0.13393765519263034
Post_333,tiktok,#tech,live stream,japan,4297874,462449,15517,44021,medium,0.1214523738946279
Post_334,tiktok,#comedy,post,australia,2847461,439633,17966,47276,medium,0.17730708164220688
Post_335,instagram,#viral,video,canada,4096574,225112,53015,15291,low,0.07162521658341824
Post_336,twitter,#fitness,reel,brazil,3708615,239914,45200,8352,low,0.07913088848532404
Post_337,tiktok,#music,reel,india,4047898,375210,72728,40390,medium,0.12063742712884563
Post_338,twitter,#comedy,reel,brazil,2676484,97672,26461,49856,high,0.06500655337375452
Post_339,instagram,#education,video,canada,961039,320162,73066,32,low,0.40920295638366394
Post_340,twitter,#fashion,tweet,canada,3806052,336179,69578,32549,medium,0.11516027631782225
Post_341,tiktok,#viral,tweet,australia,2277888,10022,63720,49788,low,0.05423005872106091
Post_342,instagram,#viral,tweet,uk,3850711,419814,14656,45277,low,0.12458660231837705
Post_343,twitter,#tech,shorts,germany,1675122,177756,68407,36886,medium,0.1689721703852018
Post_344,instagram,#challenge,video,canada,121735,293092,98179,41884,low,3.558179652523925
Post_345,instagram,#music,reel,australia,423362,110690,51877,22816,high,0.437882946509134
Post_346,twitter,#challenge,shorts,australia,2902262,99211,30845,37170,medium,0.05761919495896649
Post_347,youtube,#challenge,post,brazil,1670715,304208,67487,36984,high,0.2446132344535124
Post_348,youtube,#fitness,tweet,brazil,3577708,6650,74312,12776,low,0.026200573104345017
Post_349,twitter,#comedy,post,australia,4157406,52815,89361,25431,medium,0.04031528313568605
Post_350,tiktok,#comedy,post,brazil,4955860,204064,19359,46500,medium,0.05446542073424189
Post_351,tiktok,#tech,post,usa,3562055,211324,22318,48831,low,0.07930057228201137
Post_352,youtube,#fashion,post,canada,4443444,329468,67869,13843,medium,0.09253632992786676
Post_353,tiktok,#comedy,video,uk,377149,207589,13408,15058,high,0.6258932146180952
Post_354,youtube,#tech,live stream,usa,2711504,428947,52195,4775,high,0.1792057101888841
Post_355,youtube,#challenge,live stream,australia,429918,121461,7858,29359,low,0.3690889890630306
Post_356,youtube,#gaming,live stream,germany,4023574,127139,4948,42147,medium,0.04330329204831326
Post_357,tiktok,#gaming,tweet,brazil,3106083,104414,65393,39972,high,0.06753811794469111
Post_358,twitter,#viral,shorts,uk,374765,370936,46890,10055,low,1.1417314850639735
Post_359,instagram,#tech,post,brazil,3573199,332761,15013,41115,low,0.1088349683294997
Post_360,youtube,#education,post,brazil,1772657,333017,23933,28501,low,0.21744251708029247
Post_361,youtube,#gaming,post,uk,3559212,54955,38056,8025,high,0.028387182331369977
Post_362,tiktok,#education,live stream,germany,147632,19332,644,49459,low,0.4703248618185759
Post_363,instagram,#challenge,post,japan,258238,465551,15136,48715,low,2.0500546007946157
Post_364,tiktok,#dance,video,germany,4133077,402734,72073,18629,medium,0.11938708134399625
Post_365,twitter,#challenge,shorts,india,3128393,105546,30995,41182,medium,0.0568096783236633
Post_366,instagram,#music,tweet,australia,1568970,253002,46733,33534,medium,0.21241260189806052
Post_367,instagram,#education,live stream,uk,464742,267582,36900,25379,high,0.7097723037728461
Post_368,tiktok,#fitness,video,germany,2014353,461968,86514,36689,high,0.29050072157164114
Post_369,instagram,#dance,tweet,uk,2177286,201616,27274,22357,high,0.11539457838795639
Post_370,tiktok,#viral,tweet,germany,4338397,139678,73551,14788,medium,0.052557891774312034
Post_371,instagram,#gaming,video,india,4659521,103924,29063,38288,medium,0.03675807019648586
Post_372,youtube,#challenge,tweet,australia,2893640,20284,70366,14181,high,0.03622807260059994
Post_373,tiktok,#comedy,post,germany,2815469,426113,93461,42629,medium,0.19968360511161728
Post_374,instagram,#viral,tweet,usa,3031527,384860,45831,37574,high,0.1544650600176083
Post_375,instagram,#challenge,tweet,germany,4655360,225104,99715,47565,low,0.07999037668408028
Post_376,youtube,#viral,post,australia,1850613,125819,12927,41305,medium,0.09729262682149104
Post_377,tiktok,#gaming,tweet,germany,2210593,351628,3482,3706,high,0.16231662725793486
Post_378,twitter,#education,tweet,canada,2511011,219874,52071,723,high,0.10858893091268816
Post_379,twitter,#comedy,reel,usa,4904231,448526,39996,15900,medium,0.1028544536340152
Post_380,youtube,#tech,tweet,japan,630739,396267,48676,22034,low,0.740364873584795
Post_381,tiktok,#gaming,tweet,india,1572385,2798,3479,39467,low,0.029092111664764036
Post_382,instagram,#dance,shorts,usa,871802,491525,45339,23004,medium,0.6421962785127816
Post_383,youtube,#tech,reel,usa,3044031,327478,80291,4748,low,0.1355166882334641
Post_384,twitter,#comedy,live stream,uk,3432762,386123,50354,18115,high,0.132427473853416
Post_385,twitter,#tech,reel,germany,2145559,469691,78098,14666,medium,0.26214846573783335
Post_386,twitter,#dance,post,australia,2064776,387203,7684,5608,low,0.19396535023653896
Post_387,youtube,#viral,post,australia,354702,364531,95192,539,high,1.29760193063473
Post_388,instagram,#tech,post,japan,665740,389852,99285,3432,medium,0.7398819358908884
Post_389,instagram,#fitness,shorts,japan,4582997,440332,73379,85,low,0.1121091722294385
Post_390,youtube,#education,tweet,germany,1392163,267737,59937,27304,medium,0.2549830731027904
Post_391,youtube,#dance,post,australia,2183312,333767,32881,29602,high,0.18149032295888082
Post_392,instagram,#music,shorts,canada,2267018,137209,75303,31685,low,0.10771727441070164
Post_393,twitter,#viral,tweet,brazil,1513659,130934,94962,3519,low,0.1515631988446539
Post_394,twitter,#fashion,live stream,australia,3267376,243498,80458,44516,low,0.11277306315526588
Post_395,tiktok,#challenge,shorts,usa,2127779,176918,38776,18345,low,0.10999215614027584
Post_396,instagram,#fashion,live stream,canada,4151557,244562,87770,44396,low,0.09074378600606953
Post_397,twitter,#gaming,reel,germany,360483,165482,18721,24681,high,0.5794558966719651
Post_398,youtube,#challenge,shorts,usa,4987250,423644,6076,26739,medium,0.09152518923254298
Post_399,youtube,#challenge,reel,australia,2612254,196077,21722,26238,high,0.09342008855187896
Post_400,instagram,#education,shorts,brazil,378823,448944,80149,42580,low,1.5090767983992524
Post_401,tiktok,#fitness,shorts,germany,4968911,151416,16628,7048,medium,0.03523749972579505
Post_402,twitter,#education,reel,india,2319248,419303,18861,44765,low,0.20822654584589487
Post_403,instagram,#challenge,live stream,australia,901819,73906,1462,12876,low,0.0978511209012008
Post_404,instagram,#education,live stream,uk,1924813,188326,41895,37760,medium,0.13922443375018767
Post_405,twitter,#fitness,tweet,germany,1779685,337898,22528,24827,medium,0.21647257801240108
Post_406,instagram,#education,live stream,canada,166638,52495,86474,5523,low,0.8671011413963202
Post_407,twitter,#education,video,usa,4952299,149289,67652,13777,medium,0.04658805940432918
Post_408,instagram,#viral,shorts,brazil,908633,408446,85164,12149,high,0.5566152671100433
Post_409,youtube,#education,video,brazil,4687224,1635,16037,48614,medium,0.014141846005226121
Post_410,youtube,#comedy,shorts,australia,2758571,17789,36088,39138,low,0.033718544855289204
Post_411,twitter,#music,tweet,canada,253934,269239,27213,864,medium,1.1708396670000867
Post_412,youtube,#dance,tweet,canada,3230389,297140,22102,29483,low,0.10795139532731197
Post_413,youtube,#tech,tweet,uk,3448262,15538,92514,38006,low,0.042356990275100904
Post_414,tiktok,#music,live stream,uk,3739590,227858,13222,41021,medium,0.07543634462601514
Post_415,youtube,#music,video,uk,2520922,74513,3987,22252,high,0.039966329779342634
Post_416,twitter,#music,tweet,india,17826,347482,13497,25800,medium,21.697464377875015
Post_417,twitter,#education,tweet,uk,2717191,301070,32071,43935,high,0.1387741973236331
Post_418,tiktok,#gaming,shorts,japan,775716,249033,82258,37351,low,0.47522804737816415
Post_419,instagram,#education,post,brazil,446706,4264,75452,14816,high,0.21162017076108222
Post_420,instagram,#fitness,live stream,uk,951304,342048,65047,35490,medium,0.46524034378074725
Post_421,twitter,#gaming,tweet,uk,1181477,224611,22199,39231,medium,0.2421045860393389
Post_422,youtube,#challenge,post,japan,117636,74051,17802,38144,medium,1.1050783773674726
Post_423,instagram,#comedy,tweet,uk,3592472,80185,16999,48101,medium,0.04044151213983018
Post_424,instagram,#challenge,live stream,canada,3592674,160629,8445,9171,medium,0.04961346339801496
Post_425,twitter,#challenge,live stream,germany,4528887,325301,55955,3060,high,0.08485881851324618
Post_426,youtube,#gaming,post,india,1376828,271019,78128,31233,medium,0.27627270799257425
Post_427,instagram,#education,shorts,australia,4686957,109616,68468,40709,medium,0.04668124755571686
Post_428,twitter,#viral,video,germany,1375455,425083,93721,18977,high,0.39098407436084787
Post_429,youtube,#fashion,post,usa,830776,387748,35728,33010,medium,0.5494694117307193
Post_430,youtube,#fitness,tweet,canada,2151293,496319,47342,12951,low,0.2587337010811637
Post_431,twitter,#gaming,video,india,40081,388209,72017,26138,medium,12.134527581647164
Post_432,instagram,#viral,video,japan,2573525,244672,62989,24852,low,0.129205272923325
Post_433,instagram,#music,video,germany,693490,271218,30947,20950,medium,0.46592596865131436
Post_434,instagram,#gaming,shorts,germany,1190294,180949,16220,16017,medium,0.17910365002259945
Post_435,instagram,#gaming,video,germany,1646518,98332,62494,12314,high,0.10515524276078367
Post_436,youtube,#comedy,live stream,australia,3112756,321532,88462,11421,high,0.13538324237428181
Post_437,twitter,#viral,reel,japan,3255672,65898,18956,9970,high,0.029125784169904093
Post_438,youtube,#comedy,reel,canada,2440651,379826,54619,36689,high,0.19303620222637322
Post_439,twitter,#comedy,tweet,canada,1263815,1401,29795,76,high,0.024744127898466153
Post_440,tiktok,#fashion,video,canada,2815018,235401,12601,10518,medium,0.09183600246961121
Post_441,tiktok,#tech,shorts,canada,3868012,260982,45275,9713,low,0.08168795753477497
Post_442,youtube,#education,tweet,india,4649706,330323,14225,34904,high,0.08160774036035827
Post_443,twitter,#viral,post,germany,1972112,80588,58508,27308,medium,0.084378574847676
Post_444,twitter,#gaming,live stream,australia,3944256,25952,33400,41935,high,0.025679621201057944
Post_445,tiktok,#fitness,reel,india,1742308,243400,13662,22362,high,0.16037577741708126
Post_446,twitter,#education,post,india,3474219,495721,38652,41799,low,0.16584216481459574
Post_447,instagram,#gaming,live stream,india,3335657,417475,40236,4254,low,0.13849295655998203
Post_448,youtube,#fashion,tweet,australia,3571417,280029,10369,41918,medium,0.09304878147805198
Post_449,tiktok,#challenge,tweet,canada,112544,12459,57771,44943,low,1.0233597526300824
Post_450,youtube,#challenge,shorts,brazil,1120236,403893,40558,40713,high,0.43309088442078275
Post_451,tiktok,#fashion,tweet,australia,338635,376834,42333,9324,low,1.2653476456952175
Post_452,tiktok,#music,tweet,australia,1689148,349908,55192,27281,medium,0.2559757937137539
Post_453,twitter,#tech,live stream,usa,2685855,480303,16618,3297,medium,0.18624162510634415
Post_454,instagram,#education,shorts,canada,2388920,44750,78711,21652,low,0.06074418565711703
Post_455,twitter,#challenge,reel,usa,1729498,434724,83274,21460,high,0.3119159432390208
Post_456,youtube,#music,video,germany,251467,155816,10165,11156,low,0.7044144957390035
Post_457,youtube,#gaming,tweet,japan,1300227,345159,23454,34160,high,0.3097712937817781
Post_458,youtube,#music,shorts,usa,1073279,344065,98144,1905,medium,0.4137917540546307
Post_459,instagram,#viral,shorts,brazil,3848863,404283,78130,41057,low,0.13600639981210036
Post_460,twitter,#music,shorts,uk,266645,82375,992,5404,medium,0.33291829961184344
Post_461,tiktok,#viral,video,uk,4574441,361896,98169,26574,high,0.10638217871866748
Post_462,twitter,#education,video,australia,4352106,308840,2844,35294,medium,0.0797264588684191
Post_463,instagram,#dance,shorts,india,1926503,103365,58675,33276,high,0.1013836988574635
Post_464,instagram,#challenge,live stream,uk,2167670,198784,96952,26902,medium,0.1488409213579558
Post_465,instagram,#fashion,video,germany,1083140,309982,34255,33816,high,0.3490342891962258
Post_466,instagram,#fashion,post,uk,4398342,308054,29831,3366,medium,0.0775862813760276
Post_467,twitter,#fitness,tweet,australia,3684089,213042,71881,21008,low,0.08304115345747619
Post_468,twitter,#fitness,post,usa,2524980,18862,77762,16925,low,0.04497025719015596
Post_469,twitter,#challenge,shorts,uk,3061168,14811,49603,11285,low,0.024728796328721585
Post_470,instagram,#viral,live stream,uk,275149,149844,9065,35899,medium,0.708009115061294
Post_471,youtube,#tech,tweet,india,4867109,249339,46801,20110,medium,0.06497697092873819
Post_472,tiktok,#fashion,tweet,australia,1123564,306470,76377,46344,low,0.3819907010192566
Post_473,tiktok,#viral,live stream,japan,3501632,326063,24819,11649,low,0.10353201021695027
Post_474,youtube,#comedy,post,uk,4874267,432865,34178,19828,high,0.09988599311445187
Post_475,instagram,#challenge,live stream,usa,1137375,118437,23946,24358,high,0.14660160457193097
Post_476,youtube,#education,live stream,germany,2623136,134723,43056,37987,low,0.08225498029839093
Post_477,youtube,#fitness,live stream,india,4473535,329945,58746,11543,low,0.08946705457764385
Post_478,instagram,#fashion,video,uk,2984034,227827,65757,27104,high,0.10746794440009731
Post_479,twitter,#fitness,reel,india,3033602,338637,28669,36429,low,0.13308766278503245
Post_480,instagram,#music,shorts,brazil,3683276,428789,65984,5073,high,0.13570690874102292
Post_481,instagram,#dance,shorts,uk,2836012,183713,10028,21436,medium,0.07587309221540671
Post_482,tiktok,#dance,video,uk,3099164,427255,17081,23481,medium,0.15094941732673714
Post_483,instagram,#tech,live stream,uk,2682414,401508,59012,3275,high,0.17290209490406774
Post_484,tiktok,#challenge,post,germany,2872586,304584,57452,40015,high,0.13996134493449455
Post_485,tiktok,#music,video,japan,4174438,141088,4035,3107,medium,0.035508971507062746
Post_486,youtube,#tech,live stream,usa,4086758,100333,31439,21971,high,0.03761979544665967
Post_487,youtube,#fitness,post,australia,3574391,163649,27522,2558,medium,0.054199162878375645
Post_488,instagram,#dance,post,usa,4533957,278567,60593,12923,medium,0.07765468441804807
Post_489,youtube,#comedy,post,germany,3747425,488131,30145,34060,low,0.14739080835507049
Post_490,instagram,#gaming,tweet,usa,1296124,435551,48934,49483,high,0.4119729285160988
Post_491,tiktok,#tech,video,uk,3754208,320167,58134,21693,medium,0.10654550840017389
Post_492,tiktok,#comedy,tweet,japan,4583841,449919,34524,19323,medium,0.10990040884925982
Post_493,tiktok,#viral,video,germany,2627566,173288,8666,35026,low,0.08257832533987729
Post_494,tiktok,#dance,post,australia,797705,102013,63301,3932,low,0.21216615164753888
Post_495,tiktok,#music,tweet,canada,3971254,118065,64239,29490,high,0.05333176875616619
Post_496,youtube,#comedy,post,canada,4893326,383878,10656,9457,low,0.08255959239175971
Post_497,youtube,#challenge,shorts,brazil,4511253,111081,94452,24513,medium,0.05099381480045566
Post_498,instagram,#education,tweet,australia,3979197,313528,22858,39951,high,0.09457611673913104
Post_499,twitter,#tech,post,uk,362721,485447,53099,2604,medium,1.4919180306626856
Post_500,tiktok,#comedy,reel,uk,1172906,179308,12608,36429,high,0.19468312038645894
